sentence,label,idx,global_idx
The plant is expected to enter commercial operation by mid-2009 .,1,1478,1001478
"The markets are almost completely controlled by three banks : Nordea , OP Bank Group , and Sampo .",1,8533,1008533
"In his current position , Manty has worked since 1996 .",1,8238,1008238
"During the past decade it has gradually divested noncore assets and bought several sports equipment makers , including California-based Fitness Products International and Sparks , Nevada-based ATEC , a leading maker of baseball and softball pitching machines .",2,10694,1010694
"Also , a six-year historic analysis is provided for these markets .",1,537,1000537
Efficiency programs totalling 100 million euros are under way in Finnair .,2,7461,1007461
"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",1,7809,1007809
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",0,14375,1014375
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",2,5835,1005835
The webcast may be followed online on the company website at www.ruukki.com/investors .,1,8650,1008650
"In addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .",1,3875,1003875
No pricing details were disclosed .,1,12460,1012460
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,1,1064,1001064
"When cruising , the revs fall as less engine output is required .",1,5303,1005303
The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .,1,3686,1003686
"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .",2,3416,1003416
"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process .",1,8534,1008534
"The total number of voting rights is 74,612,523 .",1,8624,1008624
"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives .",1,3181,1003181
"The most important export markets are Norway , Germany , Russia and France .",1,11571,1011571
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",2,130,1000130
"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .",2,5981,1005981
"The antibody , administered at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients .",1,9874,1009874
"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .",2,6452,1006452
"For the purposes of the possible acquisition , PKC would establish a subsidiary in Poland .",1,12398,1012398
"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",0,5482,1005482
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",1,1939,1001939
"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",2,216,1000216
"The Company serves approximately 3,000 customers in over 100 countries .",1,4458,1004458
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",0,13974,1013974
The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,1,7951,1007951
"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector .",1,3477,1003477
"The pine oil project is related to the upgrade of the chemical recovery plant of UPM at its pulp mill in Kymi , southern Finland .",1,9492,1009492
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",1,506,1000506
Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .,1,4354,1004354
The sales price was not disclosed .,1,1501,1001501
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,0,9762,1009762
The Finnish textiles and clothing company Marimekko Corporation ( OMX Helsinki : MMO1V ) reported on Wednesday ( 5 November ) an operating profit of EUR8 .1 m on net sales of EUR59m for the period from January to September 2008 .,1,7576,1007576
"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",1,4001,1004001
"`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .",2,11673,1011673
"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .",1,13293,1013293
"The total floor area of the plant expansion is 29,000 square metres .",1,5041,1005041
"Originally posted to the PCMag.com security blog , Security Watch .",1,8337,1008337
"The technology will become available to businesses from the fourth quarter , Nokia said .",1,13307,1013307
Ruukki is restructuring commercial and industrial construction operations in pursuit of permanent improvements whilst adjusting operations to market conditions .,1,11526,1011526
"Nokia also noted the average selling price of handsets declined during the period , though its mobile phone profit margin rose to more than 22 percent from 13 percent in the year-ago quarter .",2,5820,1005820
Today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from Fiskars .,1,7323,1007323
Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,1,1952,1001952
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,2,5423,1005423
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,2,6402,1006402
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",0,9200,1009200
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,2,156,1000156
"Economic development in China is no longer taking place only on the East coast and in the Shanghai area , Vauramo says .",1,8808,1008808
"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent .",2,2512,1002512
To see a slide show of all the newest product releases from Fiskars .,1,13889,1013889
4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. .,1,10347,1010347
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .,0,9519,1009519
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",0,9190,1009190
"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",1,1044,1001044
The issuer is solely responsible for the content of this announcement .,1,11032,1011032
Fortum is now considering taking part in nuclear energy projects outside of Finland .,1,13535,1013535
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",0,9675,1009675
Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,0,2166,1002166
The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .,2,10318,1010318
The value of the contract is about EUR 27mn .,1,13865,1013865
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",0,9853,1009853
The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,1,6921,1006921
Radiation and today is a full service house expert in radiation and nuclear safety issues .,1,13034,1013034
"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",1,2985,1002985
"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .",1,3839,1003839
The estimated value of the deal is USD 9.2 million .,1,13775,1013775
From Merisatama to the far corners of the world Asfaltti Osakeyhti+Â Lemmink+ñinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .,1,658,1000658
"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea .",1,6747,1006747
It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006 .,1,4825,1004825
"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations .",1,12892,1012892
"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",0,13158,1013158
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,1,577,1000577
"`` The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement .",2,6374,1006374
"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .",2,3553,1003553
"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",1,7125,1007125
From Merisatama to the far corners of the world Asfaltti Osakeyhti+Â Lemmink+ñinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .,1,11461,1011461
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,1,627,1000627
"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .",1,8274,1008274
"The platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . ''",1,8572,1008572
"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",2,14393,1014393
The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,2,2961,1002961
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .",2,2664,1002664
The shopping center will have a prime location right next to the Myllypuro metro station .,2,11360,1011360
Our superior customer centricity and expertise in digital services set us apart from our competitors .,2,9881,1009881
"Nokia said it still expects to sell 150 more million Symbian devices in years to come , giving an indication of how it expects the Phone 7 handoff to work .",1,12461,1012461
Market data and analytics are derived from primary and secondary research .,1,12957,1012957
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",1,692,1000692
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",2,472,1000472
The statutory negotiations at headquarters are part of this decrease .,1,5343,1005343
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,2,3672,1003672
The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates .,1,1435,1001435
"The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks .",2,10002,1010002
"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .",1,8303,1008303
`` This is a win for all OEMs targeting to develop WiMAX products .,2,6375,1006375
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .",0,8058,1008058
These module products will be available for trials during 3Q-07 and for volume deliveries during 4Q-07 .,1,13350,1013350
"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany .",1,12932,1012932
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,1,3139,1003139
"We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations .",2,11703,1011703
Rapala Fishing Frenzy 2009 .,1,1956,1001956
"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",1,1590,1001590
Basware finances the acquisition with a bank loan .,1,1179,1001179
"However , the total orders received will still be above last year s levels .",2,2875,1002875
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,0,2024,1002024
Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,1,8959,1008959
The site will cover over six hectares .,1,4055,1004055
"Exports make up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta .",1,10641,1010641
"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",1,7001,1007001
"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .",1,572,1000572
Construction is expected to be completed in the summer of 2011 .,1,552,1000552
"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .",1,13912,1013912
The estimated synergy benefits are at least EUR7m annually .,2,10720,1010720
"The interim report for the first quarter is published on May 8 , 2009 .",1,1974,1001974
The company also said that the deployment of the Danish 4G network continues and it expects to cover 75 % of the Danish population in 2011 .,1,9005,1009005
With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,2,3713,1003713
That would be an increase from estimated sales of 117 million last year .,2,195,1000195
The winner does not have to be present to win .,1,14741,1014741
"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .",2,6482,1006482
"In September 2010 , the Finnish group agreed to buy Danish company Rose Poultry A-S for up to EUR23 .9 m in a combination of cash and stock .",2,6110,1006110
Another firm Air Liquide was exempted because it left the market in 1998 .,1,12738,1012738
"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",1,8007,1008007
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",0,2209,1002209
Around 250 of these reductions will be implemented through pension arrangements .,1,4731,1004731
`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,2,10560,1010560
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",2,866,1000866
"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",0,5517,1005517
"Kemira 's R&D organization comprises approximately 750 people , the company said .",1,8886,1008886
This will bring cost savings of about EUR 3mn a year .,2,854,1000854
"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio .",1,2718,1002718
SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .,1,4383,1004383
"It is necessary to strengthen the company 's operations , however .",1,3007,1003007
This will bring cost savings of about EUR 3mn a year .,2,12181,1012181
"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",0,2228,1002228
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",2,3561,1003561
Welcome !,1,525,1000525
"The record date for dividend distribution is March 14 , 2008 .",1,3370,1003370
"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .",2,7034,1007034
"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 .",1,4770,1004770
"The evidentiary hearing in the Investigation is scheduled for April 21 - May 1 , 2008 .",1,14282,1014282
The company may at any time have in its possession one tenth of all its shares at the maximum .,1,4447,1004447
"` Patja has worked well for us for more than a decade , and Fujitsu 's new bid was competitive .",1,10677,1010677
"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",2,6586,1006586
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",0,9541,1009541
"In Finland , insurance company Pohjola and the Finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists ' traffic safety .",2,6196,1006196
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",0,5642,1005642
Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .,2,237,1000237
The members of the management team will contribute to the adjustment measures with temporary salary cut of 5 % .,2,12170,1012170
"The company said that 80 % of the shares of the holding company will be sold to Meadville Holdings Limited , a Hong Kong listed parent company of the Meadville Group .",1,13738,1013738
"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",0,14694,1014694
"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",0,14766,1014766
This new partnership agreement represents a significant milestone for both parties .,2,12251,1012251
`` Demand for sports equipment was good in 2005 .,2,452,1000452
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,2,109,1000109
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,0,2749,1002749
Net sales in 2006 totaled EUR 302 million and the operating margin was 16 % .,1,7522,1007522
"The corresponding increase in the share capital , in total EUR 300,00 was registered in the Finnish Trade Register on May 8 , 2008 .",1,10448,1010448
"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",1,7011,1007011
"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",2,3418,1003418
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",0,2088,1002088
"The Bank of Tokyo-Mitsubishi UFJ , Ltd acted as agent for the loan .",1,8425,1008425
"The order includes a new Crecent former , headbox , and reel .",1,7975,1007975
"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel .",1,1024,1001024
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,0,10606,1010606
Pharmaceuticals - Spain This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain .,1,11516,1011516
"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company .",1,509,1000509
"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day .",1,1697,1001697
The deal will have no significant effect on the acquiring company 's equity ratio .,1,1070,1001070
Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .,1,13665,1013665
"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",0,2070,1002070
BasWare Order Matching automatically matches purchase invoices with approved purchase orders .,1,6739,1006739
"The opportunity will be available only for few employees , however .",1,6901,1006901
"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .",1,3171,1003171
"According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .",0,11084,1011084
Customers in a wide range of industries use our stainless steel and services worldwide .,1,655,1000655
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,2,12210,1012210
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics .",1,13349,1013349
"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",1,946,1000946
`` Our aim is to understand different traffic patterns based on the use of each building .,1,3255,1003255
Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,0,14611,1014611
Work on the assignment has already started and is due for completion in spring 2011 .,1,1126,1001126
"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",1,8063,1008063
The last job losses related to these reductions will take place during 2010 .,1,10599,1010599
The credit covers approximately 70 % of the ship 's price .,1,4955,1004955
"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",1,11352,1011352
"`` Our extensive co-operation will also bolster SysOpen Digia 's position in the domestic operator market , '' Kallioranta adds .",2,10517,1010517
"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .",2,3450,1003450
The company 's model is based on developer contracting construction projects and customer focused project management .,1,4455,1004455
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",2,3652,1003652
The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .,2,205,1000205
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,1,8789,1008789
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",1,3239,1003239
The union filed a grievance over the company 's overtime assignment policies .,0,14366,1014366
Componenta will also offer a five-year subordinated loan for subscription by the public .,1,8794,1008794
RL-Nordic is a part of Raiffeisen-Banking-Group Austria and is a subsidiary to Raiffeisen-Leasing GmbH in Austria .,1,13041,1013041
The business section also includes Ahlstrom 's sustainability report .,1,11291,1011291
"ALEXANDRIA , Va. , Nov. 19 -- Erkki Aho , Elimaki , Finland , has developed a method and apparatus in conjunction with a shoe press .",1,8757,1008757
"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .",1,4247,1004247
Prices and delivery volumes of broadband products decreased significantly in 2005 .,0,2168,1002168
Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .,2,11709,1011709
"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",2,6568,1006568
"Purchase it for the 12MP snapper , if nothing else .",1,8363,1008363
"The contract value amounts to about EUR11m , the company added .",1,6125,1006125
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",0,9885,1009885
"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",1,6673,1006673
The sellers were the founders of the company .,1,1505,1001505
"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",1,1326,1001326
"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .",2,6037,1006037
"Meanwhile , minority shareholders , expecting TeliaSonera to retain the bid , sell shares now .",1,9191,1009191
"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor .",1,521,1000521
"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",0,9844,1009844
One attractive factor about the tablets for media companies is that they provide a new way of making money .,2,11235,1011235
This would be a huge process .,1,8671,1008671
"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt .",1,12342,1012342
Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .,2,10779,1010779
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,2,5935,1005935
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,0,9241,1009241
Okmetic revised its 2010 financial outlook based on its order book .,1,4343,1004343
Production will expand to other of Elcoteq 's locations including Mexico and Hungary during 2010 .,2,7537,1007537
Finland 's dominating rail company VR is planning to set the infected passengers for long-distance trip in a separate carriage .,1,3525,1003525
"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .",2,9588,1009588
"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+ñrvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .",1,12417,1012417
4 February 2011 - Finnish privacy and security software developer Tectia Oyj ( HEL : TEC1V ) said Wednesday it has set up two strategic business units - managed security and mobile authentication .,1,14512,1014512
The issuer is solely responsible for the content of this announcement .,1,3038,1003038
"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .",1,6765,1006765
` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .,2,813,1000813
Net sales surged by 30 % to EUR 36 million .,2,2554,1002554
"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -¦ s shares and voting rights .",1,3804,1003804
The new policy was also aimed at making the companies more profitable and competitive .,2,11699,1011699
Uponor maintains its full-year guidance for 2010 .,1,11384,1011384
"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",0,14307,1014307
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,1,14055,1014055
"Back then , Tikkurila 's former owner , Finnish chemicals company Kemira Oyj HEL : KRA1V , distributed an 86 % stake to Kemira shareholders to facilitate the divestment and listing of Tikkurila .",1,11438,1011438
ABB Deutsche Bank upgraded its recommendation on Swiss-Swedish engineering group ABB Ltd. to ` Buy ' from ` Hold ' .,2,3417,1003417
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,0,5609,1005609
"Ahlstrom , headquartered in Helsinki , Finland , is a global company involved in the development , manufacture and marketing of high performance fibre-based materials .",1,13445,1013445
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",0,5546,1005546
It is now the leading private road ambulance service company in Finland .,2,2877,1002877
The total project duration is three years and it is valued at some EUR11 .5 m.,1,7115,1007115
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",2,10056,1010056
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",1,8027,1008027
The transaction is expected to be finalized by Dec 2009 .,1,13318,1013318
"Of Bavelloni 's and NST 's joint ventures , Bavelloni Tools , completes semiproducts that are produced in Italy into high-quality tools that will be sold under the DiaPol brand .",1,3484,1003484
Finnish fibers and plastic products maker Suominen Corporation said its net loss from continuing operations narrowed to 1.8 mln euro ( $ 2.3 mln ) in 2006 from 3.7 mln euro ( $ 4.8 mln ) in 2005 .,2,6279,1006279
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",1,3976,1003976
Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,1,13635,1013635
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",1,9354,1009354
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",1,599,1000599
Export accounts for about one tenth of the company 's annual turnover of one billion kroons .,1,7386,1007386
"In future , the plant will focus on the production of flange profiles for wind farm towers .",1,981,1000981
"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications .",1,13813,1013813
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,1,6812,1006812
"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",1,8255,1008255
